PATH,NODE,ACCESS,BUILT-IN-TYPE,DERIVED-TYPE,AUGMENT,CONSTRAINTS,NOTES
routing-policy/policy-definitions/policy-definition/statements/statement/actions/isis-actions/config/set-metric-type,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/isis-actions/state/set-level,leaf,read,uint8,isis-types:level-number,,,set-level needs to suport LEVEL_1_2 as well.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/isis-actions/state/set-metric,,,,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/actions/isis-actions/state/set-metric-style-type,leaf,read,enumeration,oc-isis-pol:metric-style,,,
routing-policy/policy-definitions/policy-definition/statements/statement/actions/isis-actions/state/set-metric-type,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/config,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/state,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/set-metric/config/metric,leaf,read+write,uint16,oc-ospf-types:ospf-metric,,,This affects BGP set MED regardless of whether bgp-actions/set-med is specified
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/set-metric/config/metric-type,leaf,read+write,enumeration,oc-ospf-pol:enumeration,,,Specify the type of metric which is to be set by the policy. By default EOS doesn't set it.
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/set-metric/state/metric,leaf,read,uint16,oc-ospf-types:ospf-metric,,,This affects BGP set MED regardless of whether bgp-actions/set-med is specified
routing-policy/policy-definitions/policy-definition/statements/statement/actions/ospf-actions/set-metric/state/metric-type,leaf,read,enumeration,oc-ospf-pol:enumeration,,,Specify the type of metric which is to be set by the policy. By default EOS doesn't set it.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/isis-conditions,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-neighbor-set,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/ospf-conditions,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/config/call-policy,leafref,read+write,string,,,,Only accept policy definition names valid in EOS CLI.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/config/install-protocol-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/state/call-policy,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/state/install-protocol-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/ext-community-count,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-as-path-set,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/afi-safi-in,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/community-set,leafref,read+write,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/ext-community-set,leafref,read+write,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/local-pref-eq,leaf,read+write,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/med-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/next-hop-in,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/origin-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/config/route-type,leaf,read+write,enumeration,oc-bgp-pol:enumeration,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/afi-safi-in,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/community-set,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/ext-community-set,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/local-pref-eq,leaf,read,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/med-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/next-hop-in,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/origin-eq,,not-supported,,,,,Not-supported deviation.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/state/route-type,leaf,read,enumeration,oc-bgp-pol:enumeration,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/as-path-length/config/operator,leaf,read+write,identityref,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/as-path-length/config/value,leaf,read+write,uint32,,,,value must be less than or equal to 4000
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/as-path-length/state/operator,leaf,read,identityref,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/as-path-length/state/value,leaf,read,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/community-count/config/operator,leaf,read+write,identityref,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/community-count/config/value,leaf,read+write,uint32,,,,value must be less than or equal to 1024
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/community-count/state/operator,leaf,read,identityref,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/community-count/state/value,leaf,read,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-community-set/config/community-set,leafref,read+write,string,,,,Only accept community set names valid in EOS CLI.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-community-set/config/match-set-options,leaf,read+write,enumeration,oc-rpol:match-set-options-type,,,match-set-options can only support ANY or INVERT and with community-set present
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-community-set/state/community-set,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-community-set/state/match-set-options,leaf,read,enumeration,oc-rpol:match-set-options-type,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-ext-community-set/config/ext-community-set,leafref,read+write,string,,,,Only accept extended community set names valid in EOS CLI.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-ext-community-set/config/match-set-options,leaf,read+write,enumeration,oc-rpol:match-set-options-type,,,match-set-options can only support ANY or INVERT and with ext-community-set present
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-ext-community-set/state/ext-community-set,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/bgp-conditions/match-ext-community-set/state/match-set-options,leaf,read,enumeration,oc-rpol:match-set-options-type,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-ext-community-set/state/match-set-options,,read,,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-interface/config/interface,leafref,read+write,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-interface/config/subinterface,leafref,read+write,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-interface/state/interface,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-interface/state/subinterface,leafref,read,uint32,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/config,container,,,,,,match-set-options can only be INVERT if a prefix-set is specified
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/state,container,,,,augmented,,Add mode to match-prefix-set state.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/config/match-set-options,leaf,read+write,enumeration,oc-rpol:match-set-options-restricted-type,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/config/prefix-set,leafref,read+write,string,,,,Only accept prefix set names valid in EOS CLI.
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/state/match-set-options,leaf,read,enumeration,oc-rpol:match-set-options-restricted-type,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/state/mode,leaf,read,enumeration,arista-rpol-augments:enumeration,augmented,,Indicates mode of the command `match ip[v6] address prefix-list <>`
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-prefix-set/state/prefix-set,leafref,read,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-tag-set/config/match-set-options,leaf,read+write,enumeration,oc-rpol:match-set-options-restricted-type,,,match-set-options can only support ANY
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-tag-set/config/tag-set,leafref,read+write,string,,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-tag-set/state/match-set-options,leaf,read,enumeration,oc-rpol:match-set-options-restricted-type,,,
routing-policy/policy-definitions/policy-definition/statements/statement/conditions/match-tag-set/state/tag-set,leafref,read,string,,,,
sampling/sflow,container,,,,augmented,,Adds sFlow data for non-default network instances.
sampling/sflow/config,container,,,,augmented,,Adds source-address leaf that was removed in yang update
sampling/sflow/network-instances,container,,,,augmented,,Enclosing container for sFlow configuration in non-default network instances.
sampling/sflow/state,container,,,,augmented,,Adds source-address leaf that was removed in yang update
sampling/sflow/config/agent-id-ipv4,,not-supported,,,,,Not-supported deviation.
sampling/sflow/config/agent-id-ipv6,,not-supported,,,,,Not-supported deviation.
sampling/sflow/config/dscp,leaf,read+write,uint8,oc-inet:dscp,,,
sampling/sflow/config/egress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/config/enabled,leaf,read+write,boolean,,,,
sampling/sflow/config/ingress-sampling-rate,leaf,read+write,uint32,,,,Sampling rate has a default value of 1 << 20 in EOS
sampling/sflow/config/polling-interval,,not-supported,,,,,Not-supported deviation.
sampling/sflow/config/sample-size,leaf,read+write,uint16,,,,
sampling/sflow/config/source-address,leaf,read+write,union,oc-inet:ip-address,augmented,,Sets the source IP address for sFlow datagrams sent to sFlow collectors. Deprecation note: The function of this leaf is now implemented by /sampling/sflow/collectors/collector/config/source-address
sampling/sflow/state/agent-id-ipv4,,not-supported,,,,,Not-supported deviation.
sampling/sflow/state/agent-id-ipv6,,not-supported,,,,,Not-supported deviation.
sampling/sflow/state/dscp,leaf,read,uint8,oc-inet:dscp,,,
sampling/sflow/state/egress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/state/enabled,leaf,read,boolean,,,,
sampling/sflow/state/ingress-sampling-rate,leaf,read,uint32,,,,Sampling rate has a default value of 1 << 20 in EOS
sampling/sflow/state/polling-interval,,not-supported,,,,,Not-supported deviation.
sampling/sflow/state/sample-size,leaf,read,uint16,,,,
sampling/sflow/state/source-address,leaf,read,union,oc-inet:ip-address,augmented,,Sets the source IP address for sFlow datagrams sent to sFlow collectors. Deprecation note: The function of this leaf is now implemented by /sampling/sflow/collectors/collector/state/source-address
sampling/sflow/collectors/collector/address,leafref,read+write,union,oc-inet:ip-address,,,
sampling/sflow/collectors/collector/port,leafref,read+write,uint16,oc-inet:port-number,,,
sampling/sflow/collectors/collector/config/address,leaf,read+write,union,oc-inet:ip-address,,,
sampling/sflow/collectors/collector/config/network-instance,leafref,read+write,string,,,,
sampling/sflow/collectors/collector/config/port,leaf,read+write,uint16,oc-inet:port-number,,,
sampling/sflow/collectors/collector/config/source-address,leaf,read+write,union,oc-inet:ip-address,,,
sampling/sflow/collectors/collector/state/address,leaf,read,union,oc-inet:ip-address,,,
sampling/sflow/collectors/collector/state/network-instance,leafref,read,string,,,,
sampling/sflow/collectors/collector/state/packets-sent,,not-supported,,,,,Not-supported deviation.
sampling/sflow/collectors/collector/state/port,leaf,read,uint16,oc-inet:port-number,,,
sampling/sflow/collectors/collector/state/source-address,leaf,read,union,oc-inet:ip-address,,,
sampling/sflow/interfaces/interface/name,leafref,read+write,string,,,,
sampling/sflow/interfaces/interface/config/egress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/config/enabled,leaf,read+write,boolean,,,,
sampling/sflow/interfaces/interface/config/ingress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/config/name,leafref,read+write,string,,,,
sampling/sflow/interfaces/interface/config/polling-interval,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/state/egress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/state/enabled,leaf,read,boolean,,,,
sampling/sflow/interfaces/interface/state/ingress-sampling-rate,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/state/name,leafref,read,string,,,,
sampling/sflow/interfaces/interface/state/packets-sampled,,not-supported,,,,,Not-supported deviation.
sampling/sflow/interfaces/interface/state/polling-interval,,not-supported,,,,,Not-supported deviation.
sampling/sflow/network-instances/network-instance/name,leafref,read+write,string,,,,
sampling/sflow/network-instances/network-instance/config/name,leafref,read+write,string,,,,
sampling/sflow/network-instances/network-instance/config/source-address,leaf,read+write,union,oc-inet:ip-address,,,
segmentation/config/application/application,,not-supported,,,,,
segmentation/config/application/dst-port-end,,not-supported,,,,,
segmentation/config/application/dst-port-start,,not-supported,,,,,
segmentation/config/application/src-port-end,,not-supported,,,,,
segmentation/config/application/src-port-start,,not-supported,,,,,
segmentation/config/default-action/unspecified-policy-action,,not-supported,,,,,
segmentation/config/domain/domain,,not-supported,,,,,
segmentation/config/domain/vrf,,not-supported,,,,,
segmentation/config/domain/ip-prefix/ip-prefix,,not-supported,,,,,
segmentation/config/domain/ip-prefix/segment,,not-supported,,,,,
segmentation/config/domain/segment/segment,,not-supported,,,,,
segmentation/config/domain/segment-policy/dst-segment,,not-supported,,,,,
segmentation/config/domain/segment-policy/policy,,not-supported,,,,,
segmentation/config/domain/segment-policy/src-segment,,not-supported,,,,,
segmentation/config/policy/application-order,,not-supported,,,,,
segmentation/config/policy/policy,,not-supported,,,,,
segmentation/config/policy/application-action/action,,not-supported,,,,,
segmentation/config/policy/application-action/key,,not-supported,,,,,
stp/rapid-pvst,,not-supported,,,,,Not-supported deviation.
stp/rstp,,not-supported,,,,,Not-supported deviation.
stp/global/config/bpdu-filter,,not-supported,,,,,Not-supported deviation.
stp/global/config/bpdu-guard,leaf,read+write,boolean,,,,gNMI-only access
stp/global/config/bpduguard-timeout-recovery,,not-supported,,,,,Not-supported deviation.
stp/global/config/bridge-assurance,,not-supported,,,,,Not-supported deviation.
stp/global/config/disabled-vlan,leaf-list,read+write,union,arista-stp-augments:vlan-id-or-range,,,gNMI-only access
stp/global/config/enabled-protocol,leaf-list,read+write,identityref,,,,gNMI-only access
stp/global/config/etherchannel-misconfig-guard,,not-supported,,,,,Not-supported deviation.
stp/global/config/loop-guard,,not-supported,,,,,Not-supported deviation.
stp/global/state/bpdu-filter,,not-supported,,,,,Not-supported deviation.
stp/global/state/bpdu-guard,leaf,read,boolean,,,,gNMI-only access
stp/global/state/bpduguard-timeout-recovery,,not-supported,,,,,Not-supported deviation.
stp/global/state/bridge-assurance,,not-supported,,,,,Not-supported deviation.
stp/global/state/disabled-vlan,leaf-list,read,union,arista-stp-augments:vlan-id-or-range,,,gNMI-only access
stp/global/state/enabled-protocol,leaf-list,read,identityref,,,,gNMI-only access
stp/global/state/etherchannel-misconfig-guard,,not-supported,,,,,Not-supported deviation.
stp/global/state/loop-guard,,not-supported,,,,,Not-supported deviation.
stp/interfaces/interface/name,leaf,read,string,,,,gNMI-only access
stp/interfaces/interface/config/bpdu-filter,,not-supported,,,,,Not-supported deviation.
stp/interfaces/interface/config/bpdu-guard,leaf,read+write,boolean,,,,gNMI-only access
stp/interfaces/interface/config/edge-port,leaf,read+write,identityref,,,,gNMI-only access
stp/interfaces/interface/config/guard,,not-supported,,,,,Not-supported deviation.
stp/interfaces/interface/config/link-type,leaf,read+write,enumeration,openconfig-spanning-tree-types:stp-link-type,,,gNMI-only access
stp/interfaces/interface/config/name,leafref,read+write,string,,,,gNMI-only access
stp/interfaces/interface/state/bpdu-filter,,not-supported,,,,,Not-supported deviation.
stp/interfaces/interface/state/bpdu-guard,leaf,read,boolean,,,,gNMI-only access
stp/interfaces/interface/state/edge-port,leaf,read,identityref,,,,gNMI-only access
stp/interfaces/interface/state/guard,,not-supported,,,,,Not-supported deviation.
stp/interfaces/interface/state/link-type,leaf,read,enumeration,openconfig-spanning-tree-types:stp-link-type,,,gNMI-only access
stp/interfaces/interface/state/name,leafref,read,string,,,,gNMI-only access
stp/mstp/config,,not-supported,,,,,Not-supported deviation.
stp/mstp/state,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/interfaces,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/mst-id,leaf,read,string,,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/config/bridge-priority,leaf,read+write,uint16,openconfig-spanning-tree-types:stp-bridge-priority-type,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/config/mst-id,leaf,read+write,uint16,,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/config/vlan,leaf-list,read+write,union,,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/state/bridge-address,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/bridge-priority,leaf,read,uint16,openconfig-spanning-tree-types:stp-bridge-priority-type,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/state/designated-root-address,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/designated-root-priority,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/hold-time,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/last-topology-change,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/mst-id,leaf,read,uint16,,,,gNMI-only access
stp/mstp/mst-instances/mst-instance/state/root-cost,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/root-port,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/topology-changes,,not-supported,,,,,Not-supported deviation.
stp/mstp/mst-instances/mst-instance/state/vlan,leaf-list,read,union,,,,gNMI-only access
system/aaa,container,,,,augmented,,Add RADIUS and TACACS+ configuration to AAA.
system/license,,not-supported,,,,,Not-supported deviation.
system/memory,container,,,,augmented,,Enable reporting of kernel specific memory stats
system/telnet-server,,not-supported,,,,,Not-supported deviation.
system/config/domain-name,leaf,read+write,string,oc-inet:domain-name,,,
system/config/hostname,leaf,read+write,string,oc-inet:domain-name,,,
system/config/login-banner,leaf,read+write,string,,,,
system/config/motd-banner,leaf,read+write,string,,,,
system/state/boot-time,leaf,read,uint64,oc-types:timeticks64,,,
system/state/current-datetime,leaf,read,string,oc-yang:date-and-time,,,
system/state/domain-name,leaf,read,string,oc-inet:domain-name,,,
system/state/hostname,leaf,read,string,oc-inet:domain-name,,,
system/state/last-configuration-timestamp,leaf,read,uint64,oc-types:timeticks64,,,
system/state/login-banner,leaf,read,string,,,,
system/state/motd-banner,leaf,read,string,,,,
system/state/software-version,leaf,read,string,,,,
system/state/up-time,,not-supported,,,,,Not-supported deviation.
system/aaa/config,,not-supported,,,,,Not-supported deviation.
system/aaa/state,,not-supported,,,,,Not-supported deviation.
system/aaa/accounting/config,,not-supported,,,,,Not-supported deviation.
system/aaa/accounting/events,,not-supported,,,,,Not-supported deviation.
system/aaa/accounting/state,,not-supported,,,,,Not-supported deviation.
system/aaa/accounting/acctz/source-records/source-record/service,leaf,read,string,,,,gNMI-only access
system/aaa/accounting/acctz/source-records/source-record/type,leaf,read,string,,,,gNMI-only access
system/aaa/accounting/acctz/source-records/source-record/state/service,leaf,read,enumeration,openconfig-gnsi-acctz:service-request,,,gNMI-only access
system/aaa/accounting/acctz/source-records/source-record/state/type,leaf,read,union,openconfig-gnsi-acctz:service-type,,,gNMI-only access
system/aaa/accounting/acctz/source-records/source-record/state/counters/records,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/aaa/authentication/config/authentication-method,leaf-list,read+write,union,,,,
system/aaa/authentication/state/authentication-method,leaf-list,read,union,,,,
system/aaa/authentication/admin-user/config,container,,,,augmented,,Augment password-mode for admin user.
system/aaa/authentication/admin-user/state,container,,,,augmented,,Augment password-mode for admin user.
system/aaa/authentication/admin-user/config/admin-password,leaf,read+write,string,,,,
system/aaa/authentication/admin-user/config/admin-password-hashed,leaf,read+write,string,oc-aaa-types:crypt-password-type,,,
system/aaa/authentication/admin-user/config/password-mode,leaf,read,enumeration,arista-system-augments:password-mode-type,augmented,,"The mode of the user password.  The possible values would be: PASSWORD_DISABLED     <- cannot use password to log in PASSWORD_NOT_REQUIRED <- can log in without a password PASSWORD_REQUIRED     <- other cases  If PASSWORD_REQUIRED is configured, the operator should also supply the password, as a hashed value or cleartext."
system/aaa/authentication/admin-user/state/admin-password,,not-supported,,,,,Not-supported deviation.
system/aaa/authentication/admin-user/state/admin-password-hashed,leaf,read,string,oc-aaa-types:crypt-password-type,,,
system/aaa/authentication/admin-user/state/admin-username,leaf,read,string,,,,
system/aaa/authentication/admin-user/state/authorized-keys-list-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/admin-user/state/authorized-keys-list-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/admin-user/state/authorized-principals-list-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/admin-user/state/authorized-principals-list-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/admin-user/state/password-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/admin-user/state/password-mode,leaf,read,enumeration,arista-system-augments:password-mode-type,augmented,,"The mode of the user password.  The possible values would be: PASSWORD_DISABLED     <- cannot use password to log in PASSWORD_NOT_REQUIRED <- can log in without a password PASSWORD_REQUIRED     <- other cases  If PASSWORD_REQUIRED is configured, the operator should also supply the password, as a hashed value or cleartext."
system/aaa/authentication/admin-user/state/password-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/users/user/config,container,,,,augmented,,Augment password-mode for non-admin user.
system/aaa/authentication/users/user/state,container,,,,augmented,,Augment password-mode for non-admin user.
system/aaa/authentication/users/user/username,leafref,read+write,string,,,,
system/aaa/authentication/users/user/config/password,leaf,read+write,string,,,,
system/aaa/authentication/users/user/config/password-hashed,leaf,read+write,string,oc-aaa-types:crypt-password-type,,,
system/aaa/authentication/users/user/config/password-mode,leaf,read+write,enumeration,arista-system-augments:password-mode-type,augmented,,"The mode of the user password.  The possible values would be: PASSWORD_DISABLED     <- cannot use password to log in PASSWORD_NOT_REQUIRED <- can log in without a password PASSWORD_REQUIRED     <- other cases  If PASSWORD_REQUIRED is configured, the operator should also supply the password, as a hashed value or cleartext."
system/aaa/authentication/users/user/config/role,leaf,read+write,union,,,,
system/aaa/authentication/users/user/config/ssh-key,leaf,read+write,string,,,,
system/aaa/authentication/users/user/config/username,leaf,read+write,string,,,,
system/aaa/authentication/users/user/state/authorized-keys-list-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/users/user/state/authorized-keys-list-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/users/user/state/authorized-principals-list-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/users/user/state/authorized-principals-list-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/users/user/state/password,,not-supported,,,,,Not-supported deviation.
system/aaa/authentication/users/user/state/password-created-on,leaf,read,uint64,gnsi-credentialz:created-on,,,gNMI-only access
system/aaa/authentication/users/user/state/password-hashed,leaf,read,string,oc-aaa-types:crypt-password-type,,,
system/aaa/authentication/users/user/state/password-mode,leaf,read,enumeration,arista-system-augments:password-mode-type,augmented,,"The mode of the user password.  The possible values would be: PASSWORD_DISABLED     <- cannot use password to log in PASSWORD_NOT_REQUIRED <- can log in without a password PASSWORD_REQUIRED     <- other cases  If PASSWORD_REQUIRED is configured, the operator should also supply the password, as a hashed value or cleartext."
system/aaa/authentication/users/user/state/password-version,leaf,read,string,gnsi-credentialz:version,,,gNMI-only access
system/aaa/authentication/users/user/state/role,leaf,read,union,,,,
system/aaa/authentication/users/user/state/ssh-key,leaf,read,string,,,,
system/aaa/authentication/users/user/state/username,leaf,read,string,,,,
system/aaa/authorization/config,,not-supported,,,,,Not-supported deviation.
system/aaa/authorization/events,,not-supported,,,,,Not-supported deviation.
system/aaa/authorization/state/authorization-method,,not-supported,,,,,Not-supported deviation.
system/aaa/authorization/state/grpc-authz-policy-created-on,leaf,read,uint64,gnsi-authz:created-on,,,gNMI-only access
system/aaa/authorization/state/grpc-authz-policy-version,leaf,read,string,gnsi-authz:version,,,gNMI-only access
system/aaa/global/radius/config/retransmit-attempts,leaf,read+write,uint8,,,,
system/aaa/global/radius/config/secret-key,leaf,read+write,string,oc-types:routing-password,,,
system/aaa/global/radius/config/timeout,leaf,read+write,uint16,,,,
system/aaa/global/radius/state/retransmit-attempts,leaf,read,uint8,,,,
system/aaa/global/radius/state/secret-key,leaf,read,string,oc-types:routing-password,,,
system/aaa/global/radius/state/timeout,leaf,read,uint16,,,,
system/aaa/global/tacacs/config/secret-key,leaf,read+write,string,oc-types:routing-password,,,
system/aaa/global/tacacs/config/timeout,leaf,read+write,uint16,,,,
system/aaa/global/tacacs/state/secret-key,leaf,read,string,oc-types:routing-password,,,
system/aaa/global/tacacs/state/timeout,leaf,read,uint16,,,,
system/aaa/server-groups/server-group/name,leafref,read+write,string,,,,
system/aaa/server-groups/server-group/config/name,leaf,read+write,string,,,,
system/aaa/server-groups/server-group/config/type,leaf,read+write,identityref,,,,
system/aaa/server-groups/server-group/state/name,leaf,read,string,,,,
system/aaa/server-groups/server-group/state/type,leaf,read,identityref,,,,
system/aaa/server-groups/server-group/servers/server/address,leafref,read+write,union,oc-inet:ip-address,,,
system/aaa/server-groups/server-group/servers/server/config/address,leaf,read+write,union,oc-inet:ip-address,,,"In EOS, the server address can be an IP address or hostname"
system/aaa/server-groups/server-group/servers/server/config/name,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/config/timeout,leaf,read+write,uint16,,,,"In EOS, the timeout value can be between 1 and 1000"
system/aaa/server-groups/server-group/servers/server/state/address,leaf,read,union,oc-inet:ip-address,,,"In EOS, the server address can be an IP address or a hostname"
system/aaa/server-groups/server-group/servers/server/state/connection-aborts,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/connection-closes,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/connection-failures,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/connection-opens,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/connection-timeouts,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/errors-received,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/messages-received,,not-supported,,,,,Not-supported deviation.
